Order ID;Date;Product;Country Code;   UnitCost  2 ;   UnitPrice  2 ;SalesQuantity
443850;10/05/2018;Tuna Melt Panini (Katowice);POL; 1,00 € ; 5,02 € € ;220
443851;11/05/2018;Almond Croissant (Portland);USA; 0,83 € ; 4,13 € € ;239
443852;12/05/2018;BLT Sandwich (Tromsø);NOR; 0,61 € ; 3,07 € € ;375
443853;13/05/2018;Chocolate Twist (Boston);USA; 0,70 € ; 3,50 € € ;179
443854;14/05/2018;Peach Juice (Manchester);GBR; 0,83 € ; 4,14 € € ;328
443855;15/05/2018;Sparkling Water (Graz);AUT; 0,56 € ; 2,78 € € ;70
443856;16/05/2018;Fruit Box (Austin);USA; 0,76 € ; 3,82 € € ;193
443857;17/05/2018;Lemon & Ginger Tea (Glasgow);GBR; 0,81 € ; 4,03 € € ;372
443858;18/05/2018;Lemon & Ginger Tea (Tromsø);NOR; 0,62 € ; 3,09 € € ;321
443859;19/05/2018;Almond Croissant (Toronto);CAN; 0,77 € ; 3,83 € € ;83
443860;20/05/2018;Still Water (Kirkland);USA; 1,10 € ; 5,50 € € ;332
443861;21/05/2018;Still Water (Cardiff);GBR; 0,85 € ; 4,23 € € ;169
443862;22/05/2018;Green Tea (Kraków);POL; 0,80 € ; 4,00 € € ;246
443863;23/05/2018;BLT Sandwich (Melbourne);AUS; 0,95 € ; 4,75 € € ;144
443864;24/05/2018;Chocolate Chip Muffin (Tromsø);NOR; 0,48 € ; 2,40 € € ;226
443865;25/05/2018;Orange Juice (Austin);USA; 0,45 € ; 2,26 € € ;117
443866;26/05/2018;Almond Croissant (Auckland);NZL; 0,53 € ; 2,67 € € ;305
443867;27/05/2018;Orange Juice (Graz);AUT; 0,48 € ; 2,38 € € ;177
443868;28/05/2018;Porridge (Copenhagan);DNK; 0,41 € ; 2,07 € € ;309
443869;29/05/2018;Sparkling Water (San Diego);USA; 1,00 € ; 4,99 € € ;166
443870;30/05/2018;Granola Bar (Stuttgart);DEU; 0,88 € ; 4,42 € € ;307
443871;31/05/2018;Still Water (Paris);FRA; 0,99 € ; 4,93 € € ;284
443872;01/06/2018;Porridge (Kirkland);USA; 1,07 € ; 5,36 € € ;335
443873;02/06/2018;Granola Bar (Sønderborg);DNK; 0,46 € ; 2,28 € € ;67
443874;03/06/2018;Chocolate Chip Muffin (Kraków);POL; 0,52 € ; 2,60 € € ;361
443875;04/06/2018;Almond Croissant (Tromsø);NOR; 0,66 € ; 3,28 € € ;215
443876;05/06/2018;Chicken Salad Sandwich (Seattle);USA; 0,54 € ; 2,72 € € ;267
443877;06/06/2018;Tuna Melt Panini (Portland);USA; 1,02 € ; 5,09 € € ;327
443878;07/06/2018;Chocolate Chip Muffin (Lausanne);CHE; 0,82 € ; 4,12 € € ;144
443879;08/06/2018;Cheese & Pickle Sandwich (Southampton);GBR; 1,03 € ; 5,15 € € ;165
443880;09/06/2018;Butter Croissant (Lille);FRA; 0,31 € ; 1,56 € € ;218
443881;10/06/2018;BLT Sandwich (San Francisco);USA; 0,85 € ; 4,24 € € ;394
443882;11/06/2018;Cheese & Pickle Sandwich (Salzburg);AUT; 1,09 € ; 5,44 € € ;119
443883;12/06/2018;Butter Croissant (Potsdam);DEU; 1,01 € ; 5,05 € € ;53
443884;13/06/2018;Blueberry Muffin (Gdańsk);POL; 0,39 € ; 1,94 € € ;209
443885;14/06/2018;Still Water (Lille);FRA; 0,33 € ; 1,67 € € ;250
443886;15/06/2018;Coffee (Dublin);IRL; 1,00 € ; 5,00 € € ;382
443887;16/06/2018;Orange Juice (Hamburg);DEU; 0,80 € ; 3,99 € € ;333
443888;17/06/2018;Fruit Box (Munich);DEU; 0,76 € ; 3,78 € € ;71
443889;18/06/2018;Orange Juice (Melbourne);AUS; 0,88 € ; 4,39 € € ;244
443890;19/06/2018;Butter Croissant (Sydney);AUS; 0,60 € ; 3,02 € € ;86
443891;20/06/2018;Butter Croissant (Lille);FRA; 0,38 € ; 1,91 € € ;73
443892;21/06/2018;Peach Juice (Galway);IRL; 0,30 € ; 1,52 € € ;283
443893;22/06/2018;Cheese & Pickle Sandwich (Vancouver);CAN; 0,40 € ; 2,01 € € ;396
443894;23/06/2018;Chicken Salad Sandwich (Edinburgh);GBR; 0,81 € ; 4,04 € € ;94
443895;24/06/2018;Chicken Fajita Wrap (Toulouse);FRA; 0,76 € ; 3,80 € € ;286
443896;25/06/2018;Ham & Cheese Toastie (Munich);DEU; 0,59 € ; 2,96 € € ;257
443897;26/06/2018;Tomato Juice (Madison);USA; 0,40 € ; 2,00 € € ;298
443898;27/06/2018;Porridge (Manchester);GBR; 0,62 € ; 3,09 € € ;183
443899;28/06/2018;Orange Juice (Odense);DNK; 0,72 € ; 3,60 € € ;259
443900;29/06/2018;Chocolate Twist (Potsdam);DEU; 0,90 € ; 4,50 € € ;237
443901;30/06/2018;Butter Croissant (Sydney);AUS; 0,64 € ; 3,22 € € ;101
443902;01/07/2018;Butter Croissant (Paris);FRA; 0,37 € ; 1,86 € € ;167
443903;02/07/2018;Cheese & Pickle Sandwich (San Diego);USA; 0,34 € ; 1,69 € € ;139
443904;03/07/2018;Chicken Fajita Wrap (Dublin);IRL; 0,39 € ; 1,95 € € ;239
443905;04/07/2018;Coffee (Galway);IRL; 1,01 € ; 5,05 € € ;243
443906;05/07/2018;Chocolate Twist (Portland);USA; 0,74 € ; 3,70 € € ;50
443907;06/07/2018;Green Tea (Manchester);GBR; 0,39 € ; 1,96 € € ;214
443908;07/07/2018;Apple Juice (Portland);USA; 0,60 € ; 2,98 € € ;219
443909;08/07/2018;Toast (Toulouse);FRA; 0,84 € ; 4,21 € € ;354
443910;09/07/2018;Porridge (Lausanne);CHE; 0,73 € ; 3,63 € € ;85
443911;10/07/2018;Fruit Box (Southampton);GBR; 0,30 € ; 1,51 € € ;155
443912;11/07/2018;Chocolate Chip Muffin (Strasbourg);FRA; 0,53 € ; 2,64 € € ;367
443913;12/07/2018;BLT Sandwich (Dublin);IRL; 0,38 € ; 1,88 € € ;114
443914;13/07/2018;Chicken Salad Sandwich (Katowice);POL; 0,91 € ; 4,53 € € ;348
443915;14/07/2018;Tuna Melt Panini (Auckland);NZL; 0,81 € ; 4,03 € € ;398
443916;15/07/2018;Toast (Southampton);GBR; 0,81 € ; 4,03 € € ;171
443917;16/07/2018;Porridge (Stuttgart);DEU; 0,42 € ; 2,08 € € ;329
443918;17/07/2018;Toast (Strasbourg);FRA; 0,86 € ; 4,28 € € ;258
443919;18/07/2018;Almond Croissant (Toulouse);FRA; 0,98 € ; 4,90 € € ;84
443920;19/07/2018;Chicken Salad Sandwich (Sydney);AUS; 0,88 € ; 4,42 € € ;117
443921;20/07/2018;Toast (Brussels);BEL; 1,04 € ; 5,20 € € ;188
443922;21/07/2018;Tuna Melt Panini (Gdańsk);POL; 0,61 € ; 3,03 € € ;121
443923;22/07/2018;Still Water (Boston);USA; 0,95 € ; 4,76 € € ;194
443924;23/07/2018;Chocolate Twist (Austin);USA; 0,45 € ; 2,24 € € ;251
443925;24/07/2018;Tomato Juice (Stuttgart);DEU; 0,75 € ; 3,75 € € ;166
443926;25/07/2018;Orange Juice (Tromsø);NOR; 0,78 € ; 3,89 € € ;242
443927;26/07/2018;Sparkling Water (Stockholm);SWE; 0,97 € ; 4,84 € € ;154
443928;27/07/2018;Tea (Stockholm);SWE; 0,75 € ; 3,77 € € ;89
443929;28/07/2018;Coffee (Kraków);POL; 0,33 € ; 1,67 € € ;313
443930;29/07/2018;Tuna Melt Panini (Graz);AUT; 0,66 € ; 3,32 € € ;314
443931;30/07/2018;Apple Juice (Vancouver);CAN; 1,10 € ; 5,48 € € ;224
443932;31/07/2018;Ham & Cheese Toastie (Copenhagan);DNK; 0,33 € ; 1,67 € € ;148
443933;01/08/2018;Still Water (Toulouse);FRA; 0,61 € ; 3,03 € € ;135
443934;02/08/2018;Sparkling Water (Kirkland);USA; 0,93 € ; 4,64 € € ;220
443935;03/08/2018;Ham & Cheese Toastie (Auckland);NZL; 0,82 € ; 4,10 € € ;290
443936;04/08/2018;Ham & Cheese Toastie (Berlin);DEU; 0,42 € ; 2,10 € € ;207
443937;05/08/2018;Tuna Melt Panini (Southampton);GBR; 1,00 € ; 5,01 € € ;204
443938;06/08/2018;Granola Bar (Hamburg);DEU; 0,84 € ; 4,20 € € ;115
443939;07/08/2018;Butter Croissant (Lausanne);CHE; 1,10 € ; 5,50 € € ;313
443940;08/08/2018;Chocolate Chip Muffin (Madison);USA; 0,62 € ; 3,08 € € ;69
443941;09/08/2018;Cheese & Pickle Sandwich (Hamilton);NZL; 0,53 € ; 2,66 € € ;336
443942;10/08/2018;Still Water (Southampton);GBR; 0,32 € ; 1,62 € € ;243
443943;11/08/2018;Lemon & Ginger Tea (Paris);FRA; 1,09 € ; 5,46 € € ;189
443944;12/08/2018;Coffee (Birmingham);GBR; 0,70 € ; 3,50 € € ;252
443945;13/08/2018;Chicken Salad Sandwich (Melbourne);AUS; 0,95 € ; 4,75 € € ;236
443946;14/08/2018;Blueberry Muffin (Katowice);POL; 0,99 € ; 4,95 € € ;342
443947;15/08/2018;BLT Sandwich (Portland);USA; 0,83 € ; 4,14 € € ;96
443948;16/08/2018;Cheese & Pickle Sandwich (Canberra);AUS; 0,32 € ; 1,60 € € ;150
443949;17/08/2018;Tea (Graz);AUT; 1,03 € ; 5,15 € € ;376
443950;18/08/2018;Peach Juice (London);GBR; 0,38 € ; 1,89 € € ;52
443951;19/08/2018;Coffee (Cardiff);GBR; 0,36 € ; 1,79 € € ;106
443952;20/08/2018;BLT Sandwich (Melbourne);AUS; 0,45 € ; 2,25 € € ;385
443953;21/08/2018;Tea (Portland);USA; 0,53 € ; 2,65 € € ;295
443954;22/08/2018;Ham & Cheese Toastie (Vancouver);CAN; 0,94 € ; 4,72 € € ;310
443955;23/08/2018;Ham & Cheese Toastie (Dresden);DEU; 0,99 € ; 4,94 € € ;234
443956;24/08/2018;Still Water (Cardiff);GBR; 0,92 € ; 4,60 € € ;384
443957;25/08/2018;Peach Juice (Galway);IRL; 0,68 € ; 3,40 € € ;320
443958;26/08/2018;Sparkling Water (Munich);DEU; 0,85 € ; 4,24 € € ;196
443959;27/08/2018;Tea (Strasbourg);FRA; 0,88 € ; 4,42 € € ;240
443960;28/08/2018;Sparkling Water (Odense);DNK; 1,06 € ; 5,30 € € ;120
443961;29/08/2018;Fruit Box (Paris);FRA; 0,73 € ; 3,66 € € ;51
443962;30/08/2018;Cheese & Pickle Sandwich (Katowice);POL; 0,75 € ; 3,75 € € ;130
443963;31/08/2018;Blueberry Muffin (Auckland);NZL; 0,35 € ; 1,76 € € ;184
443964;01/09/2018;Sparkling Water (Sønderborg);DNK; 0,52 € ; 2,62 € € ;61
443965;02/09/2018;Orange Juice (Toulouse);FRA; 1,00 € ; 5,00 € € ;119
443966;03/09/2018;Lemon & Ginger Tea (Boston);USA; 1,03 € ; 5,14 € € ;280
443967;04/09/2018;Toast (Munich);DEU; 0,39 € ; 1,96 € € ;177
443968;05/09/2018;Orange Juice (Sønderborg);DNK; 0,97 € ; 4,85 € € ;184
443969;06/09/2018;Cheese & Pickle Sandwich (Canberra);AUS; 0,83 € ; 4,15 € € ;326
443970;07/09/2018;Chicken Fajita Wrap (Southampton);GBR; 0,69 € ; 3,44 € € ;283
443971;08/09/2018;Toast (Toulouse);FRA; 0,54 € ; 2,69 € € ;108
443972;09/09/2018;Orange Juice (Toronto);CAN; 0,53 € ; 2,65 € € ;255
443973;10/09/2018;Tea (Lille);FRA; 0,54 € ; 2,70 € € ;89
443974;11/09/2018;Fruit Box (Dublin);IRL; 1,01 € ; 5,05 € € ;122
443975;12/09/2018;Chocolate Twist (Munich);DEU; 0,57 € ; 2,84 € € ;50
443976;13/09/2018;Sparkling Water (Southampton);GBR; 0,86 € ; 4,28 € € ;134
443977;14/09/2018;Sparkling Water (Dublin);IRL; 0,79 € ; 3,96 € € ;153
443978;15/09/2018;Blueberry Muffin (Salzburg);AUT; 0,37 € ; 1,83 € € ;71
443979;16/09/2018;Chicken Salad Sandwich (Seattle);USA; 0,89 € ; 4,47 € € ;111
443980;17/09/2018;Cheese & Pickle Sandwich (Birmingham);GBR; 0,32 € ; 1,59 € € ;59
443981;18/09/2018;Blueberry Muffin (Dublin);IRL; 1,04 € ; 5,18 € € ;52
443982;19/09/2018;Green Tea (Vancouver);CAN; 0,49 € ; 2,47 € € ;371
443983;20/09/2018;Ham & Cheese Toastie (Brussels);BEL; 0,46 € ; 2,31 € € ;52
443984;21/09/2018;Still Water (Brussels);BEL; 0,98 € ; 4,92 € € ;300
443985;22/09/2018;Granola Bar (Stuttgart);DEU; 0,45 € ; 2,23 € € ;319
443986;23/09/2018;Chicken Salad Sandwich (Gdańsk);POL; 0,87 € ; 4,33 € € ;235
443987;24/09/2018;Lemon & Ginger Tea (Edinburgh);GBR; 0,46 € ; 2,30 € € ;267
443988;25/09/2018;Chocolate Twist (Southampton);GBR; 0,67 € ; 3,35 € € ;50
443989;26/09/2018;Toast (Glasgow);GBR; 0,83 € ; 4,14 € € ;319
443990;27/09/2018;Blueberry Muffin (San Diego);USA; 0,99 € ; 4,93 € € ;192
443991;28/09/2018;Lemon & Ginger Tea (Boston);USA; 0,39 € ; 1,95 € € ;157
443992;29/09/2018;Toast (Melbourne);AUS; 0,75 € ; 3,77 € € ;217
443993;30/09/2018;Chocolate Twist (San Francisco);USA; 0,77 € ; 3,87 € € ;361
443994;01/10/2018;Tuna Melt Panini (Hamburg);DEU; 0,42 € ; 2,11 € € ;95
443995;02/10/2018;Chicken Salad Sandwich (Hamburg);DEU; 0,53 € ; 2,64 € € ;133
443996;03/10/2018;Cheese & Pickle Sandwich (Potsdam);DEU; 0,87 € ; 4,37 € € ;141
443997;04/10/2018;Almond Croissant (Melbourne);AUS; 1,00 € ; 4,98 € € ;265
443998;05/10/2018;Blueberry Muffin (Dresden);DEU; 0,48 € ; 2,40 € € ;302
443999;06/10/2018;Almond Croissant (Madison);USA; 0,71 € ; 3,55 € € ;94
444000;07/10/2018;Cheese & Pickle Sandwich (Dublin);IRL; 1,02 € ; 5,08 € € ;340
444001;08/10/2018;Coffee (Berlin);DEU; 0,36 € ; 1,80 € € ;146
444002;09/10/2018;Chocolate Chip Muffin (Lausanne);CHE; 0,75 € ; 3,74 € € ;323
444003;10/10/2018;Tea (Tromsø);NOR; 0,51 € ; 2,55 € € ;376
444004;11/10/2018;Orange Juice (Berlin);DEU; 1,08 € ; 5,41 € € ;328
444005;12/10/2018;Butter Croissant (Copenhagan);DNK; 0,47 € ; 2,37 € € ;250
444006;13/10/2018;Tomato Juice (Odense);DNK; 0,72 € ; 3,59 € € ;296
444007;14/10/2018;Toast (Vancouver);CAN; 0,69 € ; 3,47 € € ;105
444008;15/10/2018;Tea (Lausanne);CHE; 0,98 € ; 4,90 € € ;201
444009;16/10/2018;Tuna Melt Panini (Edinburgh);GBR; 0,36 € ; 1,82 € € ;289
444010;17/10/2018;Cheese & Pickle Sandwich (Kirkland);USA; 0,89 € ; 4,44 € € ;335
444011;18/10/2018;Tomato Juice (Southampton);GBR; 1,07 € ; 5,33 € € ;101
444012;19/10/2018;Apple Juice (Brussels);BEL; 0,89 € ; 4,43 € € ;56
444013;20/10/2018;Tuna Melt Panini (Hamilton);NZL; 1,03 € ; 5,13 € € ;60
444014;21/10/2018;Chocolate Twist (San Francisco);USA; 0,90 € ; 4,52 € € ;136
444015;22/10/2018;Butter Croissant (Hamilton);NZL; 0,74 € ; 3,70 € € ;202
444016;23/10/2018;Chicken Fajita Wrap (Geneva);CHE; 0,40 € ; 1,98 € € ;387
444017;24/10/2018;Coffee (Strasbourg);FRA; 0,95 € ; 4,77 € € ;155
444018;25/10/2018;Tea (Melbourne);AUS; 0,37 € ; 1,85 € € ;370
444019;26/10/2018;Coffee (Toulouse);FRA; 0,34 € ; 1,70 € € ;137
444020;27/10/2018;Chocolate Chip Muffin (San Francisco);USA; 0,39 € ; 1,93 € € ;281
444021;28/10/2018;Green Tea (Cardiff);GBR; 0,47 € ; 2,36 € € ;91
444022;29/10/2018;Tomato Juice (Katowice);POL; 0,64 € ; 3,21 € € ;52
444023;30/10/2018;Tomato Juice (Paris);FRA; 0,58 € ; 2,88 € € ;336
444024;31/10/2018;Tomato Juice (Southampton);GBR; 0,44 € ; 2,21 € € ;212
444025;01/11/2018;Orange Juice (Stuttgart);DEU; 0,62 € ; 3,09 € € ;320
444026;02/11/2018;Toast (Hamilton);NZL; 0,80 € ; 4,01 € € ;89
444027;03/11/2018;BLT Sandwich (Canberra);AUS; 0,94 € ; 4,72 € € ;111
444028;04/11/2018;Ham & Cheese Toastie (Southampton);GBR; 0,72 € ; 3,59 € € ;198
444029;05/11/2018;Tomato Juice (Edinburgh);GBR; 1,04 € ; 5,18 € € ;381
444030;06/11/2018;Toast (San Francisco);USA; 0,79 € ; 3,97 € € ;302
444031;07/11/2018;Ham & Cheese Toastie (Auckland);NZL; 0,68 € ; 3,39 € € ;181
444032;08/11/2018;Ham & Cheese Toastie (Madison);USA; 0,53 € ; 2,66 € € ;54
444033;09/11/2018;Cheese & Pickle Sandwich (Gdańsk);POL; 0,44 € ; 2,20 € € ;268
444034;10/11/2018;Lemon & Ginger Tea (Glasgow);GBR; 0,45 € ; 2,25 € € ;273
444035;11/11/2018;Coffee (Madison);USA; 1,06 € ; 5,30 € € ;356
444036;12/11/2018;Peach Juice (Boston);USA; 0,82 € ; 4,08 € € ;152
444037;13/11/2018;Chocolate Twist (London);GBR; 0,81 € ; 4,07 € € ;67
444038;14/11/2018;Tomato Juice (Boston);USA; 0,57 € ; 2,84 € € ;352
444039;15/11/2018;Sparkling Water (Kraków);POL; 0,50 € ; 2,48 € € ;171
444040;16/11/2018;BLT Sandwich (Stuttgart);DEU; 0,85 € ; 4,24 € € ;254
444041;17/11/2018;Toast (Toulouse);FRA; 1,08 € ; 5,42 € € ;77
444042;18/11/2018;Porridge (Gdańsk);POL; 0,40 € ; 1,99 € € ;98
444043;19/11/2018;Green Tea (Manchester);GBR; 0,78 € ; 3,90 € € ;222
444044;20/11/2018;Ham & Cheese Toastie (San Diego);USA; 0,61 € ; 3,06 € € ;183
444045;21/11/2018;Toast (Madison);USA; 0,88 € ; 4,41 € € ;326
444046;22/11/2018;Chocolate Chip Muffin (Tromsø);NOR; 0,64 € ; 3,21 € € ;276
444047;23/11/2018;Peach Juice (Cardiff);GBR; 0,63 € ; 3,14 € € ;186
444048;24/11/2018;Ham & Cheese Toastie (Dresden);DEU; 0,34 € ; 1,72 € € ;132
444049;25/11/2018;Tomato Juice (San Diego);USA; 0,76 € ; 3,81 € € ;264
444050;26/11/2018;Toast (Sydney);AUS; 0,38 € ; 1,90 € € ;149
444051;27/11/2018;Apple Juice (Brussels);BEL; 1,10 € ; 5,49 € € ;298
444052;28/11/2018;Chocolate Twist (Stuttgart);DEU; 0,73 € ; 3,63 € € ;360
444053;29/11/2018;Apple Juice (Melbourne);AUS; 1,02 € ; 5,12 € € ;97
444054;30/11/2018;Chocolate Chip Muffin (Sønderborg);DNK; 1,05 € ; 5,26 € € ;191
444055;01/12/2018;Chocolate Twist (Auckland);NZL; 0,82 € ; 4,08 € € ;373
444056;02/12/2018;Chicken Fajita Wrap (Geneva);CHE; 0,34 € ; 1,68 € € ;287
444057;03/12/2018;Granola Bar (Katowice);POL; 0,69 € ; 3,43 € € ;149
444058;04/12/2018;Apple Juice (Hamburg);DEU; 0,64 € ; 3,21 € € ;71
444059;05/12/2018;Almond Croissant (Potsdam);DEU; 0,35 € ; 1,73 € € ;334
444060;06/12/2018;Green Tea (Melbourne);AUS; 0,85 € ; 4,23 € € ;149
444061;07/12/2018;Tea (Canberra);AUS; 1,02 € ; 5,10 € € ;151
444062;08/12/2018;Sparkling Water (Manchester);GBR; 0,64 € ; 3,18 € € ;155
444063;09/12/2018;Porridge (San Francisco);USA; 0,71 € ; 3,57 € € ;266
444064;10/12/2018;Tea (Stuttgart);DEU; 0,57 € ; 2,87 € € ;317
444065;11/12/2018;Still Water (Madison);USA; 1,07 € ; 5,37 € € ;247
444066;12/12/2018;Toast (Auckland);NZL; 0,69 € ; 3,43 € € ;145
444067;13/12/2018;Tea (Canberra);AUS; 1,03 € ; 5,17 € € ;193
444068;14/12/2018;Granola Bar (Paris);FRA; 1,05 € ; 5,23 € € ;167
444069;15/12/2018;Sparkling Water (Hamilton);NZL; 0,88 € ; 4,42 € € ;373
444070;16/12/2018;Chicken Salad Sandwich (Edinburgh);GBR; 0,53 € ; 2,65 € € ;95
444071;17/12/2018;Chicken Salad Sandwich (Graz);AUT; 0,74 € ; 3,71 € € ;203
444072;18/12/2018;Porridge (Geneva);CHE; 0,72 € ; 3,59 € € ;184
444073;19/12/2018;Chocolate Twist (Glasgow);GBR; 0,60 € ; 3,01 € € ;254
444074;20/12/2018;Sparkling Water (Manchester);GBR; 0,84 € ; 4,21 € € ;103
444075;21/12/2018;Peach Juice (Katowice);POL; 0,84 € ; 4,22 € € ;83
444076;22/12/2018;Porridge (Austin);USA; 0,59 € ; 2,93 € € ;321
444077;23/12/2018;Tea (Cardiff);GBR; 0,92 € ; 4,59 € € ;215
444078;24/12/2018;Toast (Cardiff);GBR; 0,92 € ; 4,59 € € ;66
444079;25/12/2018;Fruit Box (San Diego);USA; 0,73 € ; 3,64 € € ;349
444080;26/12/2018;Fruit Box (Glasgow);GBR; 0,56 € ; 2,82 € € ;314
444081;27/12/2018;Coffee (Southampton);GBR; 0,75 € ; 3,74 € € ;183
444082;28/12/2018;Peach Juice (Salzburg);AUT; 0,62 € ; 3,09 € € ;219
444083;29/12/2018;Still Water (Lille);FRA; 0,66 € ; 3,29 € € ;396
444084;30/12/2018;Green Tea (Dublin);IRL; 0,49 € ; 2,47 € € ;58
444085;31/12/2018;Cheese & Pickle Sandwich (Hamburg);DEU; 0,41 € ; 2,05 € € ;116
444086;01/01/2018;Orange Juice (Hamilton);NZL; 0,69 € ; 3,46 € € ;254
444087;02/01/2018;Chocolate Twist (Tromsø);NOR; 0,81 € ; 4,06 € € ;136
444088;03/01/2018;Green Tea (Vancouver);CAN; 1,00 € ; 5,00 € € ;360
444089;04/01/2018;Peach Juice (Seattle);USA; 0,57 € ; 2,84 € € ;310
444090;05/01/2018;Tomato Juice (Kraków);POL; 0,60 € ; 2,98 € € ;81
444091;06/01/2018;Ham & Cheese Toastie (Kirkland);USA; 1,08 € ; 5,42 € € ;246
444092;07/01/2018;Lemon & Ginger Tea (Dresden);DEU; 0,48 € ; 2,41 € € ;121
444093;08/01/2018;Granola Bar (San Diego);USA; 0,84 € ; 4,22 € € ;125
444094;09/01/2018;Chicken Fajita Wrap (Edinburgh);GBR; 0,70 € ; 3,49 € € ;185
444095;10/01/2018;Cheese & Pickle Sandwich (Brussels);BEL; 0,63 € ; 3,16 € € ;90
444096;11/01/2018;Peach Juice (Munich);DEU; 0,82 € ; 4,11 € € ;105
444097;12/01/2018;Cheese & Pickle Sandwich (Gdańsk);POL; 0,57 € ; 2,87 € € ;174
444098;13/01/2018;Tea (Toulouse);FRA; 0,96 € ; 4,79 € € ;179
444099;14/01/2018;Chocolate Twist (Odense);DNK; 0,89 € ; 4,46 € € ;244
444100;15/01/2018;Blueberry Muffin (Stuttgart);DEU; 0,79 € ; 3,96 € € ;299
444101;16/01/2018;Ham & Cheese Toastie (Albuquerque);USA; 0,78 € ; 3,89 € € ;214
444102;17/01/2018;Apple Juice (Dublin);IRL; 1,00 € ; 5,01 € € ;148
444103;18/01/2018;Apple Juice (Sydney);AUS; 0,50 € ; 2,49 € € ;356
444104;19/01/2018;Chicken Fajita Wrap (Salzburg);AUT; 1,07 € ; 5,33 € € ;166
444105;20/01/2018;BLT Sandwich (Strasbourg);FRA; 0,91 € ; 4,53 € € ;83
444106;21/01/2018;Chicken Fajita Wrap (Gdańsk);POL; 0,47 € ; 2,35 € € ;206
444107;22/01/2018;Almond Croissant (Toulouse);FRA; 0,30 € ; 1,51 € € ;193
444108;23/01/2018;Almond Croissant (Lille);FRA; 0,93 € ; 4,65 € € ;390
444109;24/01/2018;Sparkling Water (Cardiff);GBR; 0,47 € ; 2,36 € € ;307
444110;25/01/2018;Lemon & Ginger Tea (Kraków);POL; 0,49 € ; 2,44 € € ;278
444111;26/01/2018;Tea (Galway);IRL; 0,41 € ; 2,05 € € ;396
444112;27/01/2018;Sparkling Water (Salzburg);AUT; 0,78 € ; 3,90 € € ;313
444113;28/01/2018;Toast (Copenhagan);DNK; 0,47 € ; 2,33 € € ;274
444114;29/01/2018;Toast (Gdańsk);POL; 0,44 € ; 2,22 € € ;190
444115;30/01/2018;Fruit Box (Tromsø);NOR; 0,77 € ; 3,83 € € ;309
444116;31/01/2018;Chocolate Chip Muffin (Geneva);CHE; 0,63 € ; 3,17 € € ;73
444117;01/02/2018;Green Tea (Kirkland);USA; 0,40 € ; 2,01 € € ;368
444118;02/02/2018;BLT Sandwich (Kraków);POL; 0,61 € ; 3,04 € € ;53
444119;03/02/2018;Tomato Juice (Potsdam);DEU; 0,64 € ; 3,22 € € ;131
444120;04/02/2018;Butter Croissant (Edinburgh);GBR; 1,04 € ; 5,19 € € ;379
444121;05/02/2018;Orange Juice (Lille);FRA; 0,33 € ; 1,67 € € ;383
444122;06/02/2018;Porridge (Graz);AUT; 0,54 € ; 2,68 € € ;252
444123;07/02/2018;Coffee (Boston);USA; 0,66 € ; 3,29 € € ;338
444124;08/02/2018;Still Water (Auckland);NZL; 0,93 € ; 4,67 € € ;369
444125;09/02/2018;Cheese & Pickle Sandwich (Kraków);POL; 1,05 € ; 5,23 € € ;182
444126;10/02/2018;Tea (Geneva);CHE; 1,06 € ; 5,28 € € ;69
444127;11/02/2018;Green Tea (Stockholm);SWE; 1,03 € ; 5,15 € € ;155
444128;12/02/2018;Ham & Cheese Toastie (Lille);FRA; 1,00 € ; 5,01 € € ;192
444129;13/02/2018;Tomato Juice (Stockholm);SWE; 0,75 € ; 3,76 € € ;155
444130;14/02/2018;Peach Juice (Lausanne);CHE; 0,56 € ; 2,82 € € ;131
444131;15/02/2018;Toast (Brussels);BEL; 0,83 € ; 4,16 € € ;161
444132;16/02/2018;Chicken Fajita Wrap (Berlin);DEU; 0,51 € ; 2,54 € € ;394
444133;17/02/2018;Tuna Melt Panini (Canberra);AUS; 0,89 € ; 4,46 € € ;289
444134;18/02/2018;Chicken Fajita Wrap (Brussels);BEL; 0,60 € ; 3,02 € € ;297
444135;19/02/2018;Green Tea (Lausanne);CHE; 1,03 € ; 5,14 € € ;365
444136;20/02/2018;Cheese & Pickle Sandwich (Dublin);IRL; 0,35 € ; 1,75 € € ;202
444137;21/02/2018;Fruit Box (Tromsø);NOR; 1,06 € ; 5,28 € € ;81
444138;22/02/2018;Tuna Melt Panini (Glasgow);GBR; 0,32 € ; 1,58 € € ;53
444139;23/02/2018;Tomato Juice (Portland);USA; 0,82 € ; 4,08 € € ;279
444140;24/02/2018;Chocolate Chip Muffin (Kirkland);USA; 0,42 € ; 2,12 € € ;81
444141;25/02/2018;Granola Bar (Melbourne);AUS; 0,81 € ; 4,03 € € ;256
444142;26/02/2018;Chocolate Twist (Paris);FRA; 1,06 € ; 5,28 € € ;259
444143;27/02/2018;Tomato Juice (San Francisco);USA; 0,93 € ; 4,65 € € ;82
444144;28/02/2018;Tuna Melt Panini (Katowice);POL; 0,45 € ; 2,24 € € ;172
444145;28/02/2018;Almond Croissant (Glasgow);GBR; 0,85 € ; 4,24 € € ;259
444146;01/03/2018;Toast (Manchester);GBR; 0,83 € ; 4,16 € € ;80
444147;02/03/2018;Chicken Fajita Wrap (San Francisco);USA; 1,09 € ; 5,45 € € ;120
